"participant","pic","sound","condition","run","rt","accuracy","SOA"
5,"couch","lake","unrelated_cat",1,-99,0,-150
32,"sock","whiskey","unrelated_med",1,-99,1,-150
34,"couch","tide","unrelated_med",1,-99,1,-150
38,"whistle","fluid","mediated",1,-99,1,-150
38,"coat","harbour","unrelated_med",1,-99,1,-150
38,"couch","bed","category",1,-99,1,-150
38,"car","truffle","mediated",1,-99,1,-150
39,"sock","whiskey","unrelated_med",1,-99,1,-150
40,"hand","sheep","unrelated_cat",1,-99,1,-150
37,"flute","sock","unrelated_cat",1,2882.4717,1,-150
5,"couch","tide","unrelated_med",1,2603.1066,0,-150
37,"hand","mouth","category",1,2437.483,1,-150
12,"knife","fork","category",1,2315.7596,1,-150
38,"sock","knife","unrelated_cat",1,2282.8345,1,-150
12,"chair","tablet","mediated",1,2253.9002,1,-150
37,"flute","stalk","unrelated_med",1,2210.9977,0,-150
38,"coat","ham","mediated",1,2186.0544,1,-150
35,"horse","camel","category",1,2044.3764,0,-150
39,"harp","lace","unrelated_med",1,2035.3968,1,-150
6,"couch","bell","mediated",1,2013.4467,1,-150
42,"table","coal","unrelated_med",1,1824.8753,1,-150
12,"bed","count","mediated",1,1814.898,1,-150
6,"coat","fork","unrelated_cat",1,1770,1,-150
12,"hammer","drip","mediated",1,1757.0295,1,-150
35,"harp","drug","mediated",1,1663.2426,0,-150
6,"chair","ham","unrelated_med",1,1639.2971,0,-150
6,"chair","table","category",1,1578.4354,0,-150
24,"pear","lemming","mediated",1,1578.4354,1,-150
6,"drill","hamper","mediated",1,1565.4649,1,-150
12,"knife","camel","unrelated_cat",1,1547.5057,1,-150
12,"hammer","pill","unrelated_med",1,1543.5147,1,-150
42,"chair","ham","unrelated_med",1,1541.5193,1,-150
38,"chair","tablet","mediated",1,1518.5714,1,-150
6,"leg","lemming","unrelated_med",1,1513.5828,1,-150
35,"sock","whiskey","unrelated_med",1,1490.6349,1,-150
12,"star","truffle","unrelated_med",1,1472.6757,1,-150
32,"truck","mouth","unrelated_cat",1,1470.6803,1,-150
6,"truck","chain","unrelated_med",1,1462.6984,1,-150
5,"flute","whistle","category",1,1440.7483,1,-150
6,"chair","moon","unrelated_cat",1,1434.7619,0,-150
17,"lake","mouse","mediated",1,1434.7619,1,-150
38,"car","truck","category",1,1416.8027,1,-150
31,"couch","bed","category",1,1413.8095,1,-150
42,"chair","tablet","mediated",1,1412.8118,1,-150
42,"couch","bed","category",1,1411.8141,1,-150
39,"whistle","mood","unrelated_med",1,1410.8163,1,-150
12,"ship","drum","unrelated_cat",1,1409.8186,1,-150
12,"horse","earth","unrelated_med",1,1396.8481,1,-150
36,"horse","camel","category",1,1390.8617,0,-150
35,"whistle","fluid","mediated",1,1389.8639,0,-150
33,"truck","card","mediated",1,1388.8662,1,-150
12,"bed","couch","category",1,1384.8753,1,-150
33,"flute","stalk","unrelated_med",1,1382.8798,1,-150
33,"whistle","flute","category",1,1379.8866,1,-150
37,"couch","bell","mediated",1,1374.898,1,-150
31,"pear","lemon","category",1,1373.9002,1,-150
35,"camel","legend","unrelated_med",1,1373.9002,0,-150
12,"hammer","pig","unrelated_cat",1,1368.9116,1,-150
33,"drill","hammer","category",1,1364.9206,1,-150
40,"drill","sheet","unrelated_med",1,1359.932,1,-150
31,"mountain","shin","unrelated_med",1,1358.9342,1,-150
35,"camel","house","mediated",1,1347.9592,1,-150
35,"coat","hat","category",1,1347.9592,1,-150
35,"plane","shin","mediated",1,1345.9637,1,-150
12,"horse","ship","unrelated_cat",1,1337.9819,1,-150
6,"knife","fort","mediated",1,1335.9864,1,-150
12,"beans","carrot","category",1,1333.9909,1,-150
38,"chair","table","category",1,1329.0023,1,-150
42,"knife","fork","category",1,1327.0068,1,-150
33,"horse","camel","category",1,1315.034,1,-150
35,"carrot","leg","unrelated_cat",1,1307.0522,1,-150
42,"chair","table","category",1,1305.0567,1,-150
42,"drill","hamper","mediated",1,1304.059,1,-150
6,"lemon","pearl","mediated",1,1293.0839,1,-150
12,"flute","whiskey","mediated",1,1290.0907,1,-150
40,"lemon","pear","category",1,1289.093,1,-150
35,"carrot","drip","unrelated_med",1,1288.0952,1,-150
12,"bed","mountain","unrelated_cat",1,1284.1043,1,-150
33,"drum","mouse","unrelated_med",1,1282.1088,1,-150
12,"chair","table","category",1,1271.1338,1,-150
23,"chair","tablet","mediated",1,1271.1338,1,-150
6,"pear","lemming","mediated",1,1267.1429,1,-150
32,"bed","mountain","unrelated_cat",1,1266.1451,1,-150
33,"pig","truck","unrelated_cat",1,1261.1565,1,-150
12,"ship","bell","unrelated_med",1,1259.161,1,-150
42,"couch","lake","unrelated_cat",1,1258.1633,1,-150
33,"lake","chair","unrelated_cat",1,1257.1655,1,-150
12,"flute","whistle","category",1,1254.1723,1,-150
12,"coat","hat","category",1,1251.1791,1,-150
37,"horse","ship","unrelated_cat",1,1245.1927,1,-150
12,"table","chain","mediated",1,1244.195,1,-150
34,"couch","bed","category",1,1244.195,0,-150
33,"table","chain","mediated",1,1242.1995,1,-150
35,"drum","harbour","mediated",1,1239.2063,1,-150
24,"star","mood","mediated",1,1230.2268,1,-150
33,"table","star","unrelated_cat",1,1229.229,1,-150
35,"truck","mouth","unrelated_cat",1,1228.2313,1,-150
37,"lake","mountain","category",1,1220.2494,1,-150
39,"fork","house","unrelated_med",1,1217.2562,1,-150
31,"flute","whiskey","mediated",1,1216.2585,1,-150
24,"lake","card","unrelated_med",1,1213.2653,1,-150
12,"sock","tide","mediated",1,1212.2676,1,-150
6,"mountain","flute","unrelated_cat",1,1210.2721,1,-150
35,"truck","card","mediated",1,1209.2744,1,-150
33,"sock","tide","mediated",1,1208.2766,1,-150
33,"mountain","flute","unrelated_cat",1,1204.2857,1,-150
12,"fork","knight","mediated",1,1201.2925,1,-150
33,"camel","horse","category",1,1195.3061,1,-150
33,"bed","soap","unrelated_med",1,1195.3061,1,-150
6,"drum","mouse","unrelated_med",1,1192.3129,1,-150
42,"chair","moon","unrelated_cat",1,1192.3129,1,-150
6,"flute","stalk","unrelated_med",1,1190.3175,1,-150
33,"horse","earth","unrelated_med",1,1189.3197,1,-150
33,"lake","mountain","category",1,1187.3243,0,-150
33,"moon","table","unrelated_cat",1,1183.3333,1,-150
40,"plane","ship","category",1,1183.3333,1,-150
12,"ear","couch","unrelated_cat",1,1182.3356,1,-150
12,"drill","hammer","category",1,1180.3401,1,-150
41,"moon","stalk","mediated",1,1180.3401,1,-150
12,"whistle","flute","category",1,1167.3696,1,-150
12,"car","truck","category",1,1166.3719,1,-150
36,"pear","lemming","mediated",1,1166.3719,1,-150
24,"tie","fluid","unrelated_med",1,1165.3741,1,-150
33,"moon","stalk","mediated",1,1165.3741,1,-150
6,"harp","lemon","unrelated_cat",1,1162.381,1,-150
12,"drill","hamper","mediated",1,1161.3832,1,-150
12,"horse","camera","mediated",1,1158.39,1,-150
12,"moon","table","unrelated_cat",1,1153.4014,1,-150
12,"horse","camel","category",1,1152.4036,1,-150
6,"drum","harbour","mediated",1,1151.4059,1,-150
6,"bed","mountain","unrelated_cat",1,1151.4059,1,-150
33,"coat","harbour","unrelated_med",1,1149.4104,1,-150
12,"plane","hat","unrelated_cat",1,1147.415,1,-150
12,"flute","stalk","unrelated_med",1,1145.4195,1,-150
12,"plane","shin","mediated",1,1143.424,1,-150
37,"bed","couch","category",1,1142.4263,1,-150
35,"horse","earth","unrelated_med",1,1140.4308,1,-150
23,"flute","whistle","category",1,1138.4354,1,-150
23,"fork","knight","mediated",1,1137.4376,1,-150
33,"chair","tablet","mediated",1,1136.4399,0,-150
18,"chair","moon","unrelated_cat",1,1132.449,1,-150
40,"drill","hamper","mediated",1,1132.449,1,-150
6,"harp","drum","category",1,1129.4558,1,-150
12,"star","mood","mediated",1,1129.4558,1,-150
33,"lemon","whistle","unrelated_cat",1,1129.4558,1,-150
12,"mountain","lace","mediated",1,1128.458,1,-150
17,"chair","ham","unrelated_med",1,1124.4671,1,-150
6,"hand","carriage","unrelated_med",1,1123.4694,1,-150
42,"horse","ship","unrelated_cat",1,1121.4739,1,-150
5,"mouth","hand","category",1,1120.4762,1,-150
12,"bed","soap","unrelated_med",1,1120.4762,1,-150
12,"hat","drug","unrelated_med",1,1120.4762,1,-150
31,"plane","ship","category",1,1120.4762,1,-150
37,"tie","fluid","unrelated_med",1,1119.4785,1,-150
11,"sheep","car","unrelated_cat",1,1116.4853,1,-150
23,"coat","harbour","unrelated_med",1,1115.4875,1,-150
42,"table","chain","mediated",1,1114.4898,1,-150
6,"moon","stalk","mediated",1,1113.4921,1,-150
31,"tie","sock","category",1,1112.4943,1,-150
12,"drum","harp","category",1,1109.5011,1,-150
33,"leg","earth","mediated",1,1108.5034,1,-150
35,"coat","harbour","unrelated_med",1,1108.5034,1,-150
36,"sock","knife","unrelated_cat",1,1107.5057,1,-150
33,"mountain","lake","category",1,1105.5102,1,-150
31,"bed","mountain","unrelated_cat",1,1103.5147,1,-150
33,"mountain","shin","unrelated_med",1,1102.517,1,-150
17,"tie","fluid","unrelated_med",1,1100.5215,1,-150
33,"ear","couch","unrelated_cat",1,1099.5238,1,-150
6,"pear","lemon","category",1,1095.5329,1,-150
17,"horse","ship","unrelated_cat",1,1095.5329,1,-150
6,"ear","legend","mediated",1,1093.5374,1,-150
38,"leg","ear","category",1,1092.5397,1,-150
33,"drill","hamper","mediated",1,1091.542,1,-150
37,"beans","hamper","unrelated_med",1,1091.542,1,-150
42,"pear","lemon","category",1,1091.542,1,-150
11,"lake","card","unrelated_med",1,1089.5465,1,-150
42,"pear","lemming","mediated",1,1089.5465,1,-150
6,"table","chain","mediated",1,1088.5488,1,-150
6,"lake","card","unrelated_med",1,1088.5488,1,-150
35,"pig","sheet","mediated",1,1088.5488,1,-150
24,"bed","mountain","unrelated_cat",1,1086.5533,1,-150
12,"knife","fort","mediated",1,1085.5556,1,-150
12,"drill","horse","unrelated_cat",1,1083.5601,1,-150
12,"moon","star","category",1,1083.5601,1,-150
31,"fork","coat","unrelated_cat",1,1082.5624,1,-150
33,"car","truffle","mediated",1,1082.5624,1,-150
40,"chair","tablet","mediated",1,1082.5624,1,-150
12,"table","star","unrelated_cat",1,1079.5692,1,-150
24,"chair","ham","unrelated_med",1,1079.5692,1,-150
24,"camel","legend","unrelated_med",1,1078.5714,1,-150
24,"truck","mouth","unrelated_cat",1,1077.5737,1,-150
31,"whistle","fluid","mediated",1,1077.5737,1,-150
33,"pig","mound","unrelated_med",1,1076.576,1,-150
35,"drill","hammer","category",1,1076.576,1,-150
36,"drum","harp","category",1,1076.576,0,-150
5,"chair","tablet","mediated",1,1075.5782,1,-150
17,"moon","stalk","mediated",1,1075.5782,1,-150
33,"carrot","beans","category",1,1075.5782,1,-150
12,"hand","carriage","unrelated_med",1,1073.5828,1,-150
37,"hat","coat","category",1,1073.5828,1,-150
33,"beans","carrot","category",1,1072.585,1,-150
12,"flute","sock","unrelated_cat",1,1071.5873,1,-150
38,"chair","ham","unrelated_med",1,1070.5896,0,-150
35,"pig","truck","unrelated_cat",1,1069.5918,1,-150
33,"coat","fork","unrelated_cat",1,1068.5941,1,-150
33,"star","moon","category",1,1067.5964,1,-150
42,"ship","plane","category",1,1066.5986,1,-150
33,"pig","sheet","mediated",1,1062.6077,1,-150
35,"truck","car","category",1,1062.6077,1,-150
42,"plane","ship","category",1,1061.61,0,-150
33,"horse","camera","mediated",1,1060.6122,1,-150
36,"chair","tablet","mediated",1,1060.6122,1,-150
5,"couch","bell","mediated",1,1058.6168,1,-150
37,"coat","harbour","unrelated_med",1,1058.6168,1,-150
33,"moon","star","category",1,1057.619,1,-150
33,"ear","pearl","unrelated_med",1,1057.619,1,-150
12,"plane","ship","category",1,1055.6236,1,-150
12,"hammer","drill","category",1,1055.6236,1,-150
5,"plane","hat","unrelated_cat",1,1053.6281,1,-150
5,"coat","harbour","unrelated_med",1,1053.6281,1,-150
31,"couch","bell","mediated",1,1053.6281,1,-150
33,"whistle","fluid","mediated",1,1053.6281,1,-150
40,"chair","table","category",1,1052.6304,1,-150
11,"fork","knight","mediated",1,1050.6349,1,-150
24,"whistle","fluid","mediated",1,1050.6349,1,-150
35,"lemon","pear","category",1,1050.6349,1,-150
33,"star","bed","unrelated_cat",1,1049.6372,1,-150
33,"mouth","hanger","mediated",1,1048.6395,1,-150
31,"beans","hamper","unrelated_med",1,1047.6417,1,-150
12,"beans","carriage","mediated",1,1045.6463,1,-150
33,"knife","fort","mediated",1,1044.6485,1,-150
23,"pear","lemming","mediated",1,1043.6508,1,-150
23,"pear","lemon","category",1,1043.6508,1,-150
33,"couch","bed","category",1,1043.6508,1,-150
37,"table","chair","category",1,1041.6553,1,-150
33,"pear","harp","unrelated_cat",1,1038.6621,1,-150
23,"tie","hammer","unrelated_cat",1,1037.6644,1,-150
24,"knife","camel","unrelated_cat",1,1037.6644,1,-150
41,"couch","bell","mediated",1,1037.6644,1,-150
12,"chair","moon","unrelated_cat",1,1036.6667,1,-150
23,"tie","sock","category",1,1036.6667,1,-150
12,"couch","lake","unrelated_cat",1,1035.6689,1,-150
11,"fork","house","unrelated_med",1,1034.6712,1,-150
5,"lake","card","unrelated_med",1,1033.6735,1,-150
11,"couch","tide","unrelated_med",1,1033.6735,1,-150
42,"fork","knight","mediated",1,1032.6757,1,-150
24,"pear","fort","unrelated_med",1,1031.678,1,-150
38,"hand","sheep","unrelated_cat",1,1031.678,1,-150
12,"couch","bed","category",1,1030.6803,1,-150
33,"horse","ship","unrelated_cat",1,1030.6803,1,-150
37,"drum","harp","category",1,1030.6803,1,-150
24,"table","chain","mediated",1,1029.6825,1,-150
42,"horse","earth","unrelated_med",1,1029.6825,1,-150
12,"ship","plane","category",1,1028.6848,1,-150
33,"star","mood","mediated",1,1028.6848,1,-150
6,"leg","earth","mediated",1,1027.6871,1,-150
33,"car","tablet","unrelated_med",1,1027.6871,1,-150
36,"hat","drug","unrelated_med",1,1027.6871,1,-150
40,"ear","couch","unrelated_cat",1,1027.6871,1,-150
6,"lake","mouse","mediated",1,1026.6893,1,-150
24,"pig","truck","unrelated_cat",1,1026.6893,1,-150
6,"car","truck","category",1,1023.6961,1,-150
12,"mountain","flute","unrelated_cat",1,1023.6961,1,-150
33,"truck","car","category",1,1023.6961,1,-150
12,"star","moon","category",1,1022.6984,1,-150
39,"mountain","lake","category",1,1022.6984,1,-150
41,"car","truffle","mediated",1,1022.6984,1,-150
6,"table","star","unrelated_cat",1,1020.7029,1,-150
17,"couch","tide","unrelated_med",1,1019.7052,1,-150
37,"chair","moon","unrelated_cat",1,1017.7098,1,-150
24,"drum","harbour","mediated",1,1016.712,1,-150
24,"pear","harp","unrelated_cat",1,1016.712,1,-150
23,"lake","chair","unrelated_cat",1,1015.7143,0,-150
6,"pig","sheep","category",1,1013.7188,1,-150
6,"pear","harp","unrelated_cat",1,1012.7211,1,-150
12,"whistle","fluid","mediated",1,1012.7211,1,-150
12,"ear","leg","category",1,1011.7234,1,-150
33,"flute","whistle","category",1,1011.7234,1,-150
34,"horse","ship","unrelated_cat",1,1011.7234,1,-150
33,"lake","mouse","mediated",1,1010.7256,0,-150
37,"lake","card","unrelated_med",1,1010.7256,1,-150
6,"carrot","beach","mediated",1,1009.7279,1,-150
31,"table","chair","category",1,1009.7279,1,-150
35,"mountain","lake","category",1,1008.7302,1,-150
36,"hand","mouth","category",1,1008.7302,1,-150
34,"pear","lemming","mediated",1,1007.7324,1,-150
12,"tie","fluid","unrelated_med",1,1006.7347,1,-150
18,"chair","tablet","mediated",1,1005.737,1,-150
35,"sock","tie","category",1,1005.737,1,-150
33,"plane","count","unrelated_med",1,1004.7392,1,-150
36,"star","truffle","unrelated_med",1,1004.7392,1,-150
38,"moon","star","category",1,1004.7392,1,-150
6,"leg","ear","category",1,1002.7438,1,-150
12,"harp","lemon","unrelated_cat",1,1002.7438,1,-150
17,"pig","mound","unrelated_med",1,1002.7438,1,-150
38,"mountain","lake","category",1,1002.7438,0,-150
6,"mountain","shin","unrelated_med",1,1000.7483,1,-150
32,"pear","lemon","category",1,1000.7483,1,-150
11,"sheep","pill","mediated",1,999.7506,1,-150
33,"ear","leg","category",1,999.7506,1,-150
12,"couch","tide","unrelated_med",1,998.7528,1,-150
33,"tie","fluid","unrelated_med",1,998.7528,1,-150
18,"chair","table","category",1,997.7551,1,-150
32,"moon","table","unrelated_cat",1,997.7551,1,-150
41,"beans","hamper","unrelated_med",1,997.7551,1,-150
33,"mountain","lace","mediated",1,996.7574,1,-150
11,"horse","ship","unrelated_cat",1,993.7642,1,-150
12,"fork","knife","category",1,993.7642,1,-150
11,"couch","lake","unrelated_cat",1,992.7664,1,-150
24,"couch","bed","category",1,992.7664,1,-150
37,"lake","mouse","mediated",1,992.7664,1,-150
41,"lake","card","unrelated_med",1,992.7664,1,-150
23,"chair","ham","unrelated_med",1,991.7687,1,-150
32,"mountain","flute","unrelated_cat",1,991.7687,1,-150
32,"chair","ham","unrelated_med",1,991.7687,1,-150
39,"hammer","pill","unrelated_med",1,991.7687,1,-150
11,"sheep","pig","category",1,989.7732,1,-150
39,"truck","mouth","unrelated_cat",1,989.7732,1,-150
35,"ear","leg","category",1,988.7755,1,-150
40,"chair","ham","unrelated_med",1,988.7755,1,-150
34,"mouth","beach","unrelated_med",1,986.78,1,-150
12,"pig","sheet","mediated",1,985.7823,1,-150
18,"pig","sheep","category",1,985.7823,1,-150
40,"lake","mouse","mediated",1,985.7823,1,-150
6,"plane","shin","mediated",1,984.7846,1,-150
31,"sheep","hanger","unrelated_med",1,984.7846,1,-150
37,"mouth","hanger","mediated",1,984.7846,1,-150
6,"tie","hammer","unrelated_cat",1,983.7868,1,-150
24,"lake","chair","unrelated_cat",1,983.7868,1,-150
37,"bed","count","mediated",1,983.7868,1,-150
12,"pear","lemming","mediated",1,982.7891,1,-150
38,"horse","camel","category",1,982.7891,1,-150
6,"hat","drug","unrelated_med",1,981.7914,1,-150
6,"couch","lake","unrelated_cat",1,981.7914,0,-150
12,"lemon","whistle","unrelated_cat",1,981.7914,1,-150
33,"car","truck","category",1,981.7914,1,-150
33,"camel","legend","unrelated_med",1,979.7959,1,-150
37,"pear","lemming","mediated",1,979.7959,1,-150
6,"ear","leg","category",1,978.7982,1,-150
6,"chair","tablet","mediated",1,977.8005,0,-150
31,"bed","couch","category",1,977.8005,1,-150
40,"drill","horse","unrelated_cat",1,977.8005,1,-150
6,"couch","bed","category",1,976.8027,1,-150
18,"couch","tide","unrelated_med",1,976.8027,0,-150
12,"pear","lemon","category",1,975.805,1,-150
17,"mountain","lake","category",1,974.8073,1,-150
24,"couch","tide","unrelated_med",1,974.8073,1,-150
37,"whistle","mood","unrelated_med",1,974.8073,1,-150
34,"mountain","shin","unrelated_med",1,973.8095,1,-150
33,"leg","beans","unrelated_cat",1,972.8118,1,-150
33,"bed","couch","category",1,972.8118,1,-150
36,"bed","mountain","unrelated_cat",1,972.8118,1,-150
42,"mountain","lake","category",1,972.8118,1,-150
6,"plane","ship","category",1,971.8141,1,-150
33,"bed","mountain","unrelated_cat",1,971.8141,1,-150
35,"tie","sock","category",1,971.8141,1,-150
37,"carrot","beach","mediated",1,971.8141,1,-150
12,"car","truffle","mediated",1,970.8163,1,-150
33,"beans","carriage","mediated",1,970.8163,1,-150
37,"knife","fort","mediated",1,970.8163,1,-150
12,"mountain","lake","category",1,969.8186,1,-150
24,"pig","sheet","mediated",1,968.8209,1,-150
31,"bed","count","mediated",1,968.8209,1,-150
34,"tie","fluid","unrelated_med",1,967.8231,1,-150
37,"mountain","lake","category",1,967.8231,1,-150
17,"star","mood","mediated",1,966.8254,1,-150
31,"camel","legend","unrelated_med",1,966.8254,1,-150
33,"chair","table","category",1,966.8254,1,-150
5,"coat","ham","mediated",1,965.8277,1,-150
34,"beans","hamper","unrelated_med",1,965.8277,1,-150
42,"ear","legend","mediated",1,965.8277,1,-150
23,"table","chain","mediated",1,964.8299,1,-150
33,"sock","knife","unrelated_cat",1,964.8299,1,-150
37,"tie","sock","category",1,964.8299,1,-150
17,"flute","stalk","unrelated_med",1,963.8322,1,-150
34,"mountain","lake","category",1,963.8322,1,-150
41,"moon","star","category",1,963.8322,1,-150
12,"lake","mountain","category",1,962.8345,1,-150
17,"pig","sheet","mediated",1,962.8345,1,-150
31,"couch","lake","unrelated_cat",1,961.8367,1,-150
32,"couch","lake","unrelated_cat",1,961.8367,1,-150
37,"mountain","flute","unrelated_cat",1,961.8367,1,-150
38,"bed","couch","category",1,960.839,1,-150
40,"truck","mouth","unrelated_cat",1,960.839,1,-150
6,"whistle","fluid","mediated",1,958.8435,1,-150
41,"couch","tide","unrelated_med",1,958.8435,1,-150
42,"horse","camera","mediated",1,958.8435,1,-150
6,"beans","hamper","unrelated_med",1,956.8481,1,-150
6,"whistle","flute","category",1,956.8481,1,-150
11,"tie","fluid","unrelated_med",1,956.8481,1,-150
24,"hand","carriage","unrelated_med",1,956.8481,1,-150
23,"pig","sheet","mediated",1,954.8526,1,-150
31,"leg","earth","mediated",1,954.8526,1,-150
6,"horse","earth","unrelated_med",1,953.8549,1,-150
17,"hammer","drip","mediated",1,953.8549,1,-150
33,"drill","sheet","unrelated_med",1,952.8571,1,-150
37,"ship","drum","unrelated_cat",1,952.8571,1,-150
37,"plane","shin","mediated",1,952.8571,1,-150
40,"star","moon","category",1,952.8571,1,-150
40,"knife","camel","unrelated_cat",1,952.8571,1,-150
31,"drum","pear","unrelated_cat",1,951.8594,1,-150
36,"lake","card","unrelated_med",1,951.8594,1,-150
17,"flute","whistle","category",1,950.8617,1,-150
33,"lemon","pearl","mediated",1,950.8617,1,-150
37,"table","chain","mediated",1,950.8617,0,-150
40,"beans","hamper","unrelated_med",1,950.8617,1,-150
40,"fork","knight","mediated",1,950.8617,1,-150
42,"sheep","hanger","unrelated_med",1,950.8617,1,-150
31,"plane","shin","mediated",1,949.8639,1,-150
33,"carrot","leg","unrelated_cat",1,949.8639,1,-150
42,"drum","harp","category",1,949.8639,1,-150
6,"drill","horse","unrelated_cat",1,948.8662,1,-150
12,"knife","camera","unrelated_med",1,948.8662,1,-150
40,"mountain","flute","unrelated_cat",1,948.8662,1,-150
24,"table","chair","category",1,946.8707,1,-150
42,"truck","chain","unrelated_med",1,946.8707,1,-150
6,"pig","truck","unrelated_cat",1,945.873,1,-150
31,"sock","whiskey","unrelated_med",1,945.873,1,-150
33,"pig","sheep","category",1,945.873,1,-150
33,"ear","legend","mediated",1,945.873,1,-150
34,"horse","camel","category",1,945.873,1,-150
17,"mountain","lace","mediated",1,944.8753,1,-150
12,"camel","legend","unrelated_med",1,943.8776,1,-150
33,"tie","sock","category",1,943.8776,1,-150
12,"sheep","hanger","unrelated_med",1,942.8798,1,-150
18,"sock","tie","category",1,942.8798,1,-150
33,"knife","camera","unrelated_med",1,942.8798,1,-150
6,"horse","camel","category",1,940.8844,1,-150
17,"sheep","pig","category",1,940.8844,1,-150
11,"plane","shin","mediated",1,938.8889,1,-150
12,"beans","hamper","unrelated_med",1,938.8889,1,-150
17,"plane","shin","mediated",1,938.8889,1,-150
6,"mountain","lake","category",1,937.8912,1,-150
17,"pig","truck","unrelated_cat",1,937.8912,1,-150
33,"truck","chain","unrelated_med",1,937.8912,1,-150
12,"drill","sheet","unrelated_med",1,936.8934,1,-150
36,"ear","legend","mediated",1,936.8934,1,-150
6,"lake","mountain","category",1,935.8957,1,-150
33,"flute","whiskey","mediated",1,935.8957,1,-150
40,"bed","mountain","unrelated_cat",1,934.898,1,-150
12,"chair","ham","unrelated_med",1,933.9002,1,-150
36,"hammer","drip","mediated",1,933.9002,1,-150
40,"horse","camera","mediated",1,933.9002,1,-150
6,"moon","star","category",1,932.9025,1,-150
6,"whistle","carrot","unrelated_cat",1,931.9048,1,-150
35,"hammer","drip","mediated",1,930.907,1,-150
41,"couch","lake","unrelated_cat",1,930.907,0,-150
6,"horse","ship","unrelated_cat",1,929.9093,1,-150
35,"pig","sheep","category",1,929.9093,1,-150
12,"fork","house","unrelated_med",1,927.9138,1,-150
33,"car","hand","unrelated_cat",1,927.9138,1,-150
33,"leg","lemming","unrelated_med",1,927.9138,1,-150
12,"carrot","beans","category",1,926.9161,1,-150
32,"truck","chain","unrelated_med",1,926.9161,1,-150
39,"sheep","pill","mediated",1,926.9161,1,-150
33,"lake","card","unrelated_med",1,925.9184,0,-150
12,"mountain","shin","unrelated_med",1,924.9206,1,-150
36,"truck","card","mediated",1,924.9206,1,-150
6,"beans","carrot","category",1,923.9229,1,-150
31,"coat","harbour","unrelated_med",1,923.9229,1,-150
33,"hand","sheep","unrelated_cat",1,923.9229,1,-150
38,"pear","lemming","mediated",1,923.9229,1,-150
23,"star","moon","category",1,922.9252,1,-150
23,"chair","moon","unrelated_cat",1,922.9252,1,-150
33,"pear","fort","unrelated_med",1,922.9252,1,-150
12,"car","hand","unrelated_cat",1,921.9274,1,-150
31,"harp","lace","unrelated_med",1,920.9297,0,-150
39,"star","moon","category",1,920.9297,1,-150
39,"bed","couch","category",1,920.9297,1,-150
40,"pig","mound","unrelated_med",1,920.9297,1,-150
12,"ear","pearl","unrelated_med",1,919.932,1,-150
12,"mouth","hanger","mediated",1,918.9342,1,-150
35,"mountain","lace","mediated",1,918.9342,1,-150
12,"harp","drum","category",1,916.9388,1,-150
23,"lake","mountain","category",1,916.9388,1,-150
40,"hand","carriage","unrelated_med",1,916.9388,1,-150
6,"camel","legend","unrelated_med",1,915.941,1,-150
12,"harp","lace","unrelated_med",1,915.941,1,-150
12,"tie","sock","category",1,914.9433,1,-150
35,"mountain","shin","unrelated_med",1,914.9433,1,-150
23,"table","chair","category",1,913.9456,1,-150
33,"couch","lake","unrelated_cat",1,913.9456,1,-150
37,"truck","mouth","unrelated_cat",1,913.9456,1,-150
23,"couch","lake","unrelated_cat",1,912.9478,1,-150
24,"mountain","lace","mediated",1,912.9478,1,-150
33,"harp","drum","category",1,912.9478,1,-150
24,"drum","pear","unrelated_cat",1,911.9501,1,-150
36,"lake","mountain","category",1,911.9501,1,-150
42,"ship","drum","unrelated_cat",1,911.9501,1,-150
5,"lake","mountain","category",1,910.9524,1,-150
42,"moon","star","category",1,910.9524,1,-150
18,"bed","mountain","unrelated_cat",1,909.9546,1,-150
12,"pig","truck","unrelated_cat",1,908.9569,1,-150
17,"mountain","shin","unrelated_med",1,908.9569,1,-150
31,"ear","legend","mediated",1,908.9569,1,-150
33,"lemon","knight","unrelated_med",1,908.9569,1,-150
42,"coat","fork","unrelated_cat",1,908.9569,1,-150
42,"lake","mountain","category",1,908.9569,1,-150
6,"coat","harbour","unrelated_med",1,907.9592,1,-150
12,"tie","hammer","unrelated_cat",1,907.9592,1,-150
12,"pig","sheep","category",1,906.9615,1,-150
12,"mouth","hand","category",1,906.9615,1,-150
33,"hand","mound","mediated",1,906.9615,1,-150
41,"horse","earth","unrelated_med",1,906.9615,1,-150
12,"beans","ear","unrelated_cat",1,905.9637,1,-150
12,"truck","chain","unrelated_med",1,905.9637,1,-150
24,"mouth","hanger","mediated",1,905.9637,1,-150
33,"chair","moon","unrelated_cat",1,905.9637,1,-150
42,"carrot","leg","unrelated_cat",1,905.9637,1,-150
6,"fork","knight","mediated",1,904.966,1,-150
6,"star","moon","category",1,904.966,1,-150
34,"pear","lemon","category",1,904.966,1,-150
18,"mountain","shin","unrelated_med",1,903.9683,1,-150
34,"mountain","lace","mediated",1,903.9683,1,-150
5,"couch","bed","category",1,902.9705,0,-150
37,"camel","legend","unrelated_med",1,902.9705,0,-150
6,"table","coal","unrelated_med",1,900.9751,1,-150
17,"drill","hamper","mediated",1,900.9751,1,-150
12,"leg","lemming","unrelated_med",1,899.9773,1,-150
12,"tie","soap","mediated",1,899.9773,1,-150
