"participant","pic","sound","condition","run","rt","accuracy","SOA"
35,"hand","mouth","category",1,555.7596,1,-150
38,"flute","whiskey","mediated",1,555.7596,1,-150
5,"sock","tide","mediated",1,554.7619,1,-150
11,"coat","hat","category",1,554.7619,1,-150
32,"carrot","drip","unrelated_med",1,554.7619,1,-150
34,"sock","knife","unrelated_cat",1,554.7619,1,-150
36,"truck","mouth","unrelated_cat",1,554.7619,1,-150
5,"sheep","pill","mediated",1,553.7642,1,-150
39,"camel","house","mediated",1,553.7642,1,-150
39,"ship","bell","unrelated_med",1,553.7642,1,-150
18,"hand","mouth","category",1,552.7664,1,-150
24,"sheep","car","unrelated_cat",1,552.7664,1,-150
24,"car","truck","category",1,550.771,1,-150
11,"fork","knife","category",1,549.7732,1,-150
32,"hammer","pill","unrelated_med",1,549.7732,1,-150
36,"moon","stalk","mediated",1,549.7732,1,-150
11,"harp","lace","unrelated_med",1,548.7755,1,-150
32,"car","tablet","unrelated_med",1,548.7755,1,-150
32,"sheep","pill","mediated",1,548.7755,1,-150
36,"mouth","beach","unrelated_med",1,548.7755,1,-150
38,"pear","harp","unrelated_cat",1,548.7755,1,-150
39,"lemon","pearl","mediated",1,548.7755,1,-150
41,"star","bed","unrelated_cat",1,548.7755,1,-150
5,"truck","chain","unrelated_med",1,547.7778,1,-150
32,"harp","lemon","unrelated_cat",1,547.7778,1,-150
31,"hammer","pig","unrelated_cat",1,546.78,1,-150
32,"drum","pear","unrelated_cat",1,546.78,1,-150
32,"sock","knife","unrelated_cat",1,546.78,1,-150
34,"star","mood","mediated",1,546.78,1,-150
5,"drum","pear","unrelated_cat",1,545.7823,1,-150
11,"hat","coal","mediated",1,545.7823,1,-150
23,"hat","drill","unrelated_cat",1,545.7823,1,-150
32,"mouth","tie","unrelated_cat",1,545.7823,1,-150
32,"hat","drug","unrelated_med",1,545.7823,1,-150
32,"carrot","beans","category",1,545.7823,1,-150
36,"car","tablet","unrelated_med",1,545.7823,1,-150
11,"ship","plant","mediated",1,544.7846,1,-150
32,"hammer","drill","category",1,544.7846,1,-150
36,"pig","sheet","mediated",1,544.7846,1,-150
36,"moon","table","unrelated_cat",1,544.7846,1,-150
39,"hammer","drip","mediated",1,544.7846,1,-150
18,"sheep","hanger","unrelated_med",1,543.7868,1,-150
36,"ear","pearl","unrelated_med",1,543.7868,1,-150
5,"carrot","drip","unrelated_med",1,542.7891,1,-150
5,"fork","coat","unrelated_cat",1,542.7891,1,-150
32,"mouth","hanger","mediated",1,542.7891,1,-150
24,"harp","lace","unrelated_med",1,541.7914,1,-150
36,"ship","drum","unrelated_cat",1,541.7914,1,-150
38,"fork","knife","category",1,541.7914,1,-150
39,"hat","drill","unrelated_cat",1,541.7914,1,-150
18,"camel","plane","unrelated_cat",1,540.7937,1,-150
31,"hand","mouth","category",1,540.7937,1,-150
32,"ship","plane","category",1,540.7937,1,-150
34,"fork","house","unrelated_med",1,540.7937,1,-150
36,"moon","star","category",1,540.7937,1,-150
36,"carrot","drip","unrelated_med",1,540.7937,1,-150
36,"car","hand","unrelated_cat",1,540.7937,1,-150
38,"sock","tie","category",1,540.7937,1,-150
5,"hat","coal","mediated",1,539.7959,1,-150
5,"star","bed","unrelated_cat",1,538.7982,1,-150
18,"hat","drug","unrelated_med",1,538.7982,1,-150
18,"sock","knife","unrelated_cat",1,538.7982,1,-150
5,"mouth","hanger","mediated",1,537.8005,0,-150
24,"lemon","whistle","unrelated_cat",1,537.8005,1,-150
31,"hand","sheep","unrelated_cat",1,536.8027,1,-150
34,"car","truck","category",1,536.8027,1,-150
34,"hammer","pig","unrelated_cat",1,536.8027,1,-150
36,"mouth","hand","category",1,536.8027,1,-150
38,"hand","mouth","category",1,536.8027,1,-150
39,"pig","truck","unrelated_cat",1,536.8027,1,-150
34,"ear","couch","unrelated_cat",1,535.805,1,-150
35,"table","coal","unrelated_med",1,535.805,1,-150
36,"truck","chain","unrelated_med",1,535.805,1,-150
38,"hand","mound","mediated",1,535.805,1,-150
23,"sheep","pill","mediated",1,533.8095,1,-150
36,"sheep","hanger","unrelated_med",1,533.8095,1,-150
38,"sock","tide","mediated",1,533.8095,1,-150
38,"table","chair","category",1,533.8095,1,-150
32,"hat","drill","unrelated_cat",1,532.8118,1,-150
36,"hat","drill","unrelated_cat",1,531.8141,1,-150
38,"sheep","pig","category",1,531.8141,1,-150
39,"lemon","knight","unrelated_med",1,531.8141,1,-150
5,"table","coal","unrelated_med",1,530.8163,1,-150
23,"sheep","hanger","unrelated_med",1,530.8163,1,-150
32,"drum","harp","category",1,530.8163,1,-150
32,"fork","house","unrelated_med",1,530.8163,1,-150
38,"hat","coal","mediated",1,530.8163,1,-150
41,"lemon","knight","unrelated_med",1,530.8163,1,-150
5,"hand","mound","mediated",1,529.8186,1,-150
24,"fork","knife","category",1,529.8186,1,-150
38,"ship","bell","unrelated_med",1,529.8186,1,-150
5,"table","chair","category",1,527.8231,1,-150
11,"hat","coat","category",1,527.8231,1,-150
38,"hammer","drip","mediated",1,526.8254,1,-150
34,"drum","pear","unrelated_cat",1,525.8277,1,-150
5,"hammer","drip","mediated",1,523.8322,1,-150
24,"star","moon","category",1,522.8345,1,-150
38,"sheep","car","unrelated_cat",1,522.8345,1,-150
38,"hat","coat","category",1,521.8367,1,-150
35,"hat","drug","unrelated_med",1,520.839,1,-150
36,"knife","camera","unrelated_med",1,519.8413,1,-150
36,"leg","earth","mediated",1,519.8413,1,-150
36,"ear","couch","unrelated_cat",1,519.8413,1,-150
39,"hand","mound","mediated",1,518.8435,1,-150
6,"carrot","leg","unrelated_cat",1,517.8458,1,-150
32,"ear","legend","mediated",1,517.8458,1,-150
32,"lemon","pear","category",1,517.8458,1,-150
39,"sock","tie","category",1,517.8458,1,-150
32,"car","hand","unrelated_cat",1,516.8481,1,-150
39,"star","truffle","unrelated_med",1,516.8481,1,-150
18,"ship","plane","category",1,515.8503,1,-150
36,"horse","ship","unrelated_cat",1,515.8503,1,-150
39,"ship","plant","mediated",1,515.8503,1,-150
5,"hat","drill","unrelated_cat",1,513.8549,1,-150
32,"table","chair","category",1,513.8549,1,-150
11,"star","moon","category",1,512.8571,1,-150
36,"knife","fort","mediated",1,512.8571,1,-150
38,"drum","pear","unrelated_cat",1,512.8571,1,-150
36,"knife","camel","unrelated_cat",1,511.8594,1,-150
32,"drum","mouse","unrelated_med",1,510.8617,1,-150
39,"hand","sheep","unrelated_cat",1,510.8617,1,-150
32,"ear","leg","category",1,508.8662,1,-150
36,"ear","leg","category",1,508.8662,1,-150
36,"hammer","pig","unrelated_cat",1,506.8707,1,-150
36,"ship","plant","mediated",1,505.873,1,-150
39,"sock","tide","mediated",1,505.873,1,-150
36,"hammer","pill","unrelated_med",1,504.8753,1,-150
32,"hand","carriage","unrelated_med",1,503.8776,1,-150
32,"knife","camera","unrelated_med",1,503.8776,1,-150
36,"lemon","pear","category",1,502.8798,1,-150
36,"moon","plant","unrelated_med",1,502.8798,1,-150
32,"hand","mound","mediated",1,500.8844,1,-150
18,"drum","harp","category",1,499.8866,1,-150
32,"sheep","car","unrelated_cat",1,499.8866,1,-150
36,"sheep","pig","category",1,499.8866,1,-150
36,"carrot","beach","mediated",1,499.8866,1,-150
39,"chair","ham","unrelated_med",1,499.8866,1,-150
36,"sock","tide","mediated",1,498.8889,1,-150
38,"camel","plane","unrelated_cat",1,497.8912,1,-150
5,"hand","sheep","unrelated_cat",1,496.8934,1,-150
32,"hat","coal","mediated",1,495.8957,1,-150
36,"hand","carriage","unrelated_med",1,495.8957,1,-150
32,"flute","sock","unrelated_cat",1,493.9002,1,-150
39,"hand","mouth","category",1,493.9002,1,-150
32,"lemon","knight","unrelated_med",1,492.9025,1,-150
32,"star","moon","category",1,491.9048,1,-150
32,"sock","tide","mediated",1,489.9093,1,-150
5,"hammer","pill","unrelated_med",1,488.9116,1,-150
36,"mouth","hanger","mediated",1,487.9138,1,-150
36,"hat","coal","mediated",1,486.9161,1,-150
36,"pear","lemon","category",1,486.9161,0,-150
36,"ship","bell","unrelated_med",1,483.9229,1,-150
36,"hammer","drill","category",1,482.9252,1,-150
38,"hammer","pig","unrelated_cat",1,482.9252,1,-150
39,"hat","coal","mediated",1,482.9252,1,-150
18,"star","bed","unrelated_cat",1,479.932,1,-150
38,"fork","coat","unrelated_cat",1,475.941,1,-150
36,"sheep","car","unrelated_cat",1,474.9433,1,-150
36,"hand","mound","mediated",1,474.9433,1,-150
5,"hand","mouth","category",1,472.9478,1,-150
36,"lemon","whistle","unrelated_cat",1,471.9501,1,-150
36,"lemon","pearl","mediated",1,470.9524,1,-150
32,"star","bed","unrelated_cat",1,469.9546,1,-150
36,"hat","coat","category",1,468.9569,1,-150
39,"sheep","car","unrelated_cat",1,468.9569,1,-150
36,"fork","coat","unrelated_cat",1,466.9615,1,-150
18,"carrot","drip","unrelated_med",1,463.9683,1,-150
36,"mouth","tie","unrelated_cat",1,461.9728,1,-150
5,"fork","house","unrelated_med",1,460.9751,1,-150
32,"moon","plant","unrelated_med",1,458.9796,1,-150
36,"sheep","pill","mediated",1,456.9841,1,-150
36,"tie","soap","mediated",1,455.9864,1,-150
36,"hand","sheep","unrelated_cat",1,454.9887,1,-150
36,"couch","bell","mediated",1,453.9909,1,-150
36,"mountain","lake","category",1,450.9977,1,-150
38,"hat","drill","unrelated_cat",1,435.034,1,-150
32,"hand","sheep","unrelated_cat",1,429.0476,1,-150
37,"ship","plant","mediated",1,426.0544,0,-150
34,"moon","stalk","mediated",1,246.4626,1,-150
12,"moon","stalk","mediated",1,225.5102,1,-150
31,"moon","stalk","mediated",1,225.5102,1,-150
35,"moon","table","unrelated_cat",1,150.6803,0,-150
34,"tie","soap","mediated",1,147.6871,1,-150
33,"knife","fork","category",1,120.7483,1,-150
34,"moon","table","unrelated_cat",1,76.8481,1,-150
31,"pear","lemming","mediated",1,29.9546,0,-150
